county,hpsa_score,underserved_pop,provider_fte,capacity_index,capacity_z,risk_score,risk_z,intervention_priority,category
"Iron County, WI",3.8461538461538463,402616.0,156.78,-3.8461538461538463,1.2107146825941095,-0.6690727386599166,-0.7003927111370772,-1.9111073937311867,Low Priority
"Iroquois County, IL",11.11111111111111,395635.0,28.6,-11.11111111111111,-0.18344896736469227,1.0399046873960764,1.02834270449212,1.2117916718568122,Moderate
"Irwin County, GA",11.5,80498.0,3.0,-11.5,-0.2580777274507223,-0.6056155397368641,-0.6362018649138612,-0.3781241374631389,Moderate
"Isabela Municipio, PR",8.0,186681.0,1.0,-8.0,0.4135811133235476,1.8260097135469362,1.823536121556356,1.4099550082328083,Moderate
"Isabella County, MI",6.818181818181818,224745.0,25.451,-6.818181818181818,0.6403750076109633,0.6779258713392691,0.6621789451093634,0.02180393749840004,Moderate
"Island County, WA",4.0,180111.0,27.65,-4.0,1.1811912170655703,-0.48791140814570266,-0.5171369213135744,-1.6983281383791446,Low Priority
"Isle of Wight County, VA",0.0,23650.0,6.0,-0.0,1.948801320807593,2.1573082132655035,2.1586648604596292,0.2098635396520363,Moderate
"Issaquena County, MS",21.5,8431.0,1.05,-21.5,-2.177102986805779,-0.6057149230033384,-0.6363023971794461,1.5408005896263328,Moderate
"Itasca County, MN",6.912087912087912,594760.0,183.112,-6.912087912087912,0.6223541909896471,0.742095372009307,0.727090328209108,0.10473613721946096,Moderate
"Itawamba County, MS",21.5,28453.0,0.594,-21.5,-2.177102986805779,0.2992925804064919,0.27916816357884155,2.4562711503846204,Moderate
"Izard County, AR",4.6,50145.0,11.23,-4.6,1.066049701504267,1.301741289398798,1.293206476294382,0.2271567747901151,Moderate
"Jabat, MH",25.0,53158.0,0.0,-25.0,-2.848761827580049,1.5615111967268527,1.55597965975831,4.4047414873383595,High Priority
"Jack County, TX",13.0,35368.0,2.2485,-13.0,-0.5459315163539809,0.032004149065766624,0.00878953223959672,0.5547210485935776,Moderate
"Jackson County, AL",4.375,58632.0,4.1228,-4.375,1.1092277698397557,-0.7534178703461835,-0.7857129816443722,-1.8949407514841279,Low Priority
"Jackson County, AR",7.4,42372.0,4.98,-7.4,0.5287226288848509,0.4599721429391164,0.4417053896901321,-0.08701723919471877,Moderate
"Jackson County, CO",14.6,6709.0,0.675,-14.6,-0.8529755578507898,-0.6777153697521061,-0.7091352622237623,0.1438402956270275,Moderate
"Jackson County, FL",8.11111111111111,114448.0,17.37,-8.11111111111111,0.39225861044182475,2.013387247526623,2.013079982197927,1.6208213717561022,Moderate
"Jackson County, GA",5.666666666666667,37821.0,2.28,-5.666666666666667,0.8613536738397274,0.13653533108273744,0.11452922992966945,-0.746824443910058,Moderate
"Jackson County, IA",2.3333333333333335,25518.0,6.4,-2.3333333333333335,1.501028760291413,-0.3653215513121087,-0.39312976716746495,-1.894158527458878,Moderate
"Jackson County, IL",5.588235294117647,536392.0,75.39880000000001,-5.588235294117647,0.8764048523444731,0.1846803058649084,0.1632308228948808,-0.7131740294495923,Moderate
"Jackson County, IN",13.0,13507.0,2.2984,-13.0,-0.5459315163539809,-1.3471262895296965,-1.3862854381035696,-0.8403539217495888,Moderate
"Jackson County, KS",10.88888888888889,195323.0,3.87,-10.88888888888889,-0.1408039616012467,-0.9716140385106515,-1.0064317797451852,-0.8656278181439385,Moderate
"Jackson County, KY",18.0,82451.0,1.5,-18.0,-1.5054441460315091,1.2004139079444254,1.1907076192454629,2.696151765276972,High Priority
"Jackson County, MI",4.733333333333333,257618.0,30.953699999999998,-4.733333333333333,1.0404626980461995,-0.6568942789713957,-0.688073452701964,-1.7285361507481634,Low Priority
"Jackson County, MN",2.0454545454545454,99821.0,11.2,-2.0454545454545454,1.5562734268486043,-1.0469109826819396,-1.0825992539861795,-2.6388726808347838,Low Priority
"Jackson County, MO",12.966867469879517,13368167.0,1038.1672,-12.966867469879517,-0.5395733001332259,0.5366527525272862,0.5192725263099705,1.0588458264431964,High Priority
"Jackson County, MS",0.41025641025641024,480057.0,48.2526,-0.41025641025641024,1.8700720793981547,1.185704154662997,1.1758278021893305,-0.6942442772088242,Moderate
"Jackson County, NC",14.166666666666666,76316.0,18.3732,-14.166666666666666,-0.7698177966120707,0.7189533106650667,0.7036807147019365,1.4734985113140073,High Priority
"Jackson County, OH",15.5,27104.0,2.1574,-15.5,-1.025687831192745,0.9960476858058164,0.9839786592353255,2.0096664904280708,High Priority
"Jackson County, OK",7.5,36957.0,8.1168,-7.5,0.5095323762913004,-0.7567950885694608,-0.7891292448786745,-1.298661621169975,Low Priority
"Jackson County, OR",5.3076923076923075,364653.0,43.8632,-5.3076923076923075,0.930241760072986,-1.4218106667418438,-1.4618332633190323,-2.3920750233920183,Low Priority
"Jackson County, SD",2.6153846153846154,48053.0,15.700000000000001,-2.6153846153846154,1.4469024068224243,1.5013336519554867,1.4951063847309407,0.04820397790851638,Moderate
"Jackson County, TN",13.5,30578.0,5.3,-13.5,-0.6418827793217337,-0.32267983884213575,-0.34999506134513997,0.2918877179765937,Moderate
"Jackson County, TX",10.0,101243.0,5.27,-10.0,0.0297760614525362,-0.25083301645504735,-0.2773175967588342,-0.3070936582113704,Moderate
"Jackson County, WI",3.6,309879.0,92.7958,-3.6,1.2579522274397725,1.328194141849058,1.3199651579352005,0.062012930495428,Moderate
"Jackson County, WV",13.25,107281.0,15.975000000000001,-13.25,-0.5939071478378573,0.5562300094006599,0.5390761215955893,1.1329832694334465,High Priority
"Jackson Parish, LA",14.666666666666666,52089.0,6.275,-14.666666666666666,-0.8657690595798235,0.45588777208160763,0.4375737982224588,1.3033428578022823,Moderate
"Jaluit, MH",25.0,53158.0,0.0,-25.0,-2.848761827580049,2.165002344901084,2.166447946209122,5.015209773789171,High Priority
"James City County, VA",11.5,156173.0,0.0,-11.5,-0.2580777274507223,-0.643518230380143,-0.6745427596873459,-0.41646503223662357,Moderate
"Jasper County, GA",11.0,13644.0,2.15,-11.0,-0.16212646448296947,0.9278401280812372,0.9149825339183433,1.0771089984013127,Moderate
"Jasper County, IA",7.285714285714286,78292.0,12.479000000000001,-7.285714285714286,0.550654346134623,0.05701312489708459,0.03408764418013297,-0.5165667019544901,Moderate
"Jasper County, IL",3.2,56670.0,14.200000000000001,-3.2,1.3347132378139748,0.26859227886325737,0.24811292683954345,-1.0866003109744313,Moderate
"Jasper County, IN",7.285714285714286,134477.0,23.28,-7.285714285714286,0.550654346134623,1.5284684264125317,1.5225548722789952,0.9719005261443722,Moderate
"Jasper County, MO",17.0,315900.0,0.0,-17.0,-1.3135416200960035,0.5078357562896237,0.4901223683215944,1.8036639884175978,Moderate
"Jasper County, MS",15.0,15799.0,3.675,-15.0,-0.9297365682249922,0.538296079049633,0.5209348518125254,1.4506714200375175,High Priority
"Jasper County, SC",9.285714285714286,393790.0,104.47149999999999,-9.285714285714286,0.16684929426361153,1.0725073373098022,1.0613222832097218,0.8944729889461103,Moderate
"Jasper County, TX",7.8,220033.0,48.925,-7.8,0.4519616185106487,-0.3649527295428853,-0.3927566813415258,-0.8447182998521745,Moderate
"Jay County, IN",6.5,41025.0,10.9,-6.5,0.701434902226806,-0.8392096673390064,-0.8724966427803995,-1.5739315450072056,Low Priority
"Jayuya Municipio, PR",11.333333333333334,181893.0,8.1332,-11.333333333333334,-0.22609397312813814,-1.0448091940210336,-1.0804731659297317,-0.8543791928015936,Moderate
"Jeff Davis County, GA",11.0,20827.0,4.9,-11.0,-0.16212646448296947,-1.9663565893760018,-2.0126748411780615,-1.850548376695092,Moderate
"Jeff Davis County, TX",9.0,2177.0,0.6,-9.0,0.2216785873880419,2.056207129940322,2.056394917838987,1.8347163304509453,Moderate
"Jefferson County, AL",10.428571428571429,13721897.0,2504.1887,-10.428571428571429,-0.05246787823410914,-1.1032083657216831,-1.1395475075933974,-1.0870796293592884,Moderate
"Jefferson County, AR",4.880952380952381,463137.0,136.56,-4.880952380952381,1.0121342299319105,-0.221253623585772,-0.24739622784763907,-1.2595304577795496,Moderate
"Jefferson County, CO",13.1875,389655.0,16.9,-13.1875,-0.5819132399668882,-0.27681329988892067,-0.3035982458741783,0.2783149940927099,Moderate
"Jefferson County, FL",10.857142857142858,44587.0,9.3,-10.857142857142858,-0.13471181792075448,0.3074066978091007,0.2873760906740725,0.422087908594827,Moderate
"Jefferson County, GA",17.2,223048.0,7.25,-17.2,-1.3519221252831046,0.8157372125392965,0.8015835636698667,2.153505688952971,High Priority
"Jefferson County, IA",6.304347826086956,153473.0,39.2928,-6.304347826086956,0.7389810486054921,0.8604734883597454,0.8468370487042748,0.10785600009878271,Moderate
"Jefferson County, ID",3.25,149684.0,6.4744,-3.25,1.3251181115171995,-0.5830774385689385,-0.6134031941438529,-1.9385213056610524,Low Priority
"Jefferson County, IL",9.571428571428571,136777.0,4.3616,-9.571428571428571,0.11202000113918154,-0.1671217137864115,-0.1926384831524592,-0.3046584842916408,Moderate
"Jefferson County, IN",8.0,11289.0,2.9592,-8.0,0.4135811133235476,0.28257995048829965,0.26226231404134365,-0.15131879928220393,Moderate
"Jefferson County, KS",8.0,18503.0,4.22,-8.0,0.4135811133235476,-0.24869112618354708,-0.27515094346530333,-0.6887320567888509,Moderate
"Jefferson County, KY",15.31439393939394,14795868.0,1454.6619,-15.31439393939394,-0.9900695593335035,1.6073455760199926,1.6023439437619282,2.5924135030954316,High Priority
"Jefferson County, MO",13.25925925925926,2562283.0,588.9,-13.25925925925926,-0.5956840230780008,0.49097495163825133,0.47306663095933976,1.0687506540373406,Moderate
"Jefferson County, MS",22.5,23415.0,0.0,-22.5,-2.3690055127412846,0.7348777860498175,0.7197892976201242,3.0887948103614087,High Priority
"Jefferson County, MT",5.25,27365.0,2.3,-5.25,0.9413130596461882,0.6628812686674127,0.6469604073707288,-0.29435265227545937,Moderate
"Jefferson County, NE",6.5,25110.0,7.0,-6.5,0.701434902226806,1.173473857485325,1.1634561069566407,0.46202120472983466,Moderate
"Jefferson County, NY",11.88679245283019,943531.0,162.37460000000002,-11.88679245283019,-0.33230417616162555,0.18102155870370695,0.15952977588397985,0.4918339520456054,Moderate
"Jefferson County, OH",2.5,61863.0,59.9628,-2.5,1.4690450059688287,-1.2968319479558466,-1.3354096288864048,-2.8044546348552335,Low Priority
"Jefferson County, OK",14.5,8450.0,1.6,-14.5,-0.8337853052572394,0.3996879517526416,0.3807242352771504,1.2145095405343898,Moderate
"Jefferson County, OR",5.636363636363637,72433.0,27.433400000000002,-5.636363636363637,0.8671689018983791,-0.651356893791829,-0.6824720481872248,-1.549640950085604,Low Priority
"Jefferson County, PA",0.6666666666666666,506906.0,133.7142,-0.6666666666666666,1.8208663035172559,-0.5286166817497568,-0.5583128005319458,-2.379179104049202,Low Priority
"Jefferson County, TN",7.0,60663.0,18.3876,-7.0,0.6054836392590532,0.5863640187550933,0.569558519075896,-0.03592512018315719,Moderate
"Jefferson County, TX",3.0,862336.0,106.4393,-3.0,1.373093743001076,1.2382830714336357,1.2290145992476114,-0.14407914375346453,Moderate
"Jefferson County, WA",12.511627906976743,1438125.0,329.9106,-12.511627906976743,-0.4522116781064081,0.02127157673606165,-0.0020671225086065226,0.4501445555978016,Moderate
"Jefferson County, WI",4.346938775510204,1708214.0,560.5494,-4.346938775510204,1.1146127897001907,0.3088330125989638,0.2888188955078159,-0.8257938941923748,Moderate
"Jefferson County, WV",6.0,180407.0,21.25,-6.0,0.7973861651945588,1.702214944635238,1.6983101249899897,0.9009239597954308,Moderate
"Jefferson Davis County, MS",19.5,57322.0,2.0,-19.5,-1.7932979349347677,0.24075317948856825,0.21995197146676668,2.0132499064015343,Moderate
"Jefferson Davis Parish, LA",3.5833333333333335,374035.0,75.11,-3.5833333333333335,1.2611506028720307,2.601683114180395,2.6081773100191112,1.3470267071470805,Moderate
"Jefferson Parish, LA",4.477434679334917,9746664.0,1022.4904,-4.477434679334917,1.0895702961319915,0.5655096456315442,0.5484630424243256,-0.5411072537076659,Moderate
"Jemo Municipality, MH",25.0,53158.0,0.0,-25.0,-2.848761827580049,-1.7607627591558177,-1.8047040803490395,1.0440577472310095,Moderate
"Jenkins County, GA",12.0,62438.0,2.9,-12.0,-0.35402899041847513,0.7533416211045325,0.7384665984906718,1.0924955889091468,Moderate
"Jennings County, IN",11.6,119356.0,10.919,-11.6,-0.27726798004427283,0.38115838488277776,0.3619804426466481,0.639248422690921,Moderate
"Jerauld County, SD",12.263157894736842,97920.0,14.519,-12.263157894736842,-0.40452965513834516,1.2897527540827458,1.2810793380031464,1.6856089931414915,Moderate
"Jerome County, ID",8.333333333333334,152795.0,7.6335999999999995,-8.333333333333334,0.3496136046783789,0.6731813512699585,0.6573795722511101,0.3077659675727312,Moderate
"Jersey County, IL",8.125,229461.0,15.3,-8.125,0.3895932975816093,-0.13845598398377382,-0.16364134043475692,-0.5532346380163662,Moderate
"Jessamine County, KY",0.0,26146.0,6.0,-0.0,1.948801320807593,-1.2242982362893657,-1.2620373336921593,-3.210838654499752,Low Priority
"Jewell County, KS",14.0,12237.0,0.16199999999999998,-14.0,-0.7378340422894865,-0.2090232572860252,-0.2350244626937339,0.5028095795957526,Moderate
"Jim Hogg County, TX",11.5,7698.0,1.0,-11.5,-0.2580777274507223,-0.8505204542092998,-0.8839381969771892,-0.6258604695264669,Moderate
"Jim Wells County, TX",12.5,129776.0,21.076999999999998,-12.5,-0.449980253386228,-0.5805234498047227,-0.6108196779659896,-0.16083942457976158,Moderate
"Jo Daviess County, IL",0.6521739130434783,208584.0,48.44,-0.6521739130434783,1.8236474995453067,0.5885784044206096,0.5717985059039692,-1.2518489936413375,Moderate
"Johnson County, AR",9.857142857142858,114757.0,2.09,-9.857142857142858,0.0571907080147512,1.6699045043514062,1.665626134223571,1.6084354262088199,Moderate
"Johnson County, GA",18.0,124677.0,1.75,-18.0,-1.5054441460315091,0.3946715298229811,0.3756498170213419,1.8810939630528511,Moderate
"Johnson County, IA",8.72340425531915,874106.0,12.340000000000002,-8.72340425531915,0.2747580094553093,-1.1958830620351844,-1.2332936432691421,-1.5080516527244514,Moderate
"Johnson County, IL",15.0,11781.0,0.6,-15.0,-0.9297365682249922,0.4446026682201407,0.426158223963298,1.3558947921882902,Moderate
"Johnson County, IN",11.0,91292.0,0.2,-11.0,-0.16212646448296947,1.196631486645651,1.1868814682639888,1.3490079327469582,Moderate
"Johnson County, KS",18.0,85811.0,0.0,-18.0,-1.5054441460315091,-0.6097829043193822,-0.6404174096213556,0.8650267364101535,Moderate
"Johnson County, KY",9.666666666666666,46376.0,14.2,-9.666666666666666,0.09374357009770487,-0.1340171666729177,-0.15915120465426622,-0.2528947747519711,Moderate
"Johnson County, MO",2.4444444444444446,639215.0,144.566,-2.4444444444444446,1.4797062574096902,0.014688194729197093,-0.008726616926942914,-1.488432874336633,Moderate
"Johnson County, NE",8.333333333333334,16995.0,1.0,-8.333333333333334,0.3496136046783789,-0.78489831308224,-0.8175573790177784,-1.1671709836961572,Moderate
"Johnson County, TN",12.0,52206.0,6.2,-12.0,-0.35402899041847513,0.648280433843859,0.632190768010728,0.9862197584292032,Moderate
"Johnson County, TX",0.0,153671.0,54.0,-0.0,1.948801320807593,-0.12094814860778157,-0.1459310918357846,-2.0947324126433777,Moderate
"Johnson County, WY",3.5,900.0,0.9,-3.5,1.277142480033323,0.41953244390702776,0.40079815542929353,-0.8763443246040296,Moderate
"Johnston County, NC",9.36111111111111,2295864.0,453.091,-9.36111111111111,0.15238045302244269,-0.8874921778021001,-0.9213373615169047,-1.0737178145393473,Moderate
"Johnston County, OK",13.666666666666666,80384.0,5.318,-13.666666666666666,-0.6738665336443178,-0.43745830032341043,-0.46610051030477423,0.20776602333954358,Moderate
"Jones County, GA",5.333333333333333,30912.0,1.5,-5.333333333333333,0.925321182484896,0.7223813578277714,0.7071483945239522,-0.21817278796094386,Moderate
"Jones County, IA",1.4285714285714286,47656.0,14.08,-1.4285714285714286,1.6746548551854419,-0.372833152091767,-0.4007282117682409,-2.075383066953683,Moderate
"Jones County, MS",20.0,155939.0,2.4663,-20.0,-1.8892491979025205,1.7269638512334051,1.7233451609606456,3.6125943588631664,High Priority
"Jones County, NC",9.0,13394.0,6.0,-9.0,0.2216785873880419,-0.39963618561460235,-0.4278411230277861,-0.649519710415828,Moderate
"Jones County, SD",10.0,1023.0,0.0,-10.0,0.0297760614525362,0.22468472575188592,0.20369774562066592,0.17392168416812973,Moderate
"Jones County, TX",13.25,115223.0,6.775,-13.25,-0.5939071478378573,0.9325908318730899,0.9197881619909698,1.513695309828827,High Priority
"Josephine County, OR",9.421052631578947,1168652.0,211.8346,-9.421052631578947,0.1408775238362501,-1.4183657329330317,-1.4583485016194375,-1.5992260254556876,Moderate
"Juab County, UT",3.0,1554.0,0.0,-3.0,1.373093743001076,-1.7608088119807759,-1.8047506656042227,-3.1778444086052984,Low Priority
"Juana Diaz Municipio, PR",0.0,276083.0,48.1,-0.0,1.948801320807593,-1.5256563145700948,-1.5668795011584389,-3.515680821966032,Low Priority
"Judith Basin County, MT",15.5,7045.0,0.0,-15.5,-1.025687831192745,1.262584103427182,1.2535965826039002,2.2792844137966455,High Priority
"Juncos Municipio, PR",0.0,335847.0,99.3,-0.0,1.948801320807593,-0.5518581458924467,-0.5818229660624925,-2.5306242868700854,Low Priority
"Juneau Borough, AK",6.066666666666666,127102.0,13.6613,-6.066666666666666,0.7845926634655253,2.5581992856682523,2.564190752203909,1.7795980887383838,Moderate
"Juneau County, WI",2.921875,799857.0,187.769,-2.921875,1.3880861278397874,-0.5642475986573886,-0.5943556569269055,-1.9824417847666929,Low Priority
"Juniata County, PA",0.4722222222222222,254303.0,73.8,-0.4722222222222222,1.858180683560271,0.18455130319703697,0.16310032878930641,-1.6950803547709645,Moderate
"Kalamazoo County, MI",3.0,286745.0,53.861200000000004,-3.0,1.373093743001076,1.5421099525678756,1.5363541121217352,0.16326036912065933,Moderate
"Kalawao County, HI",11.666666666666666,18746.0,5.45,-11.666666666666666,-0.2900614817733065,2.006092888159123,2.005701290601031,2.2957627723743377,Moderate
"Kalkaska County, MI",3.7142857142857144,51014.0,13.405199999999999,-3.7142857142857144,1.2360205101900004,2.061503576636398,2.0617525983097167,0.8257320881197163,Moderate
"Kanabec County, MN",1.1428571428571428,34811.0,26.3,-1.1428571428571428,1.7294841483098722,1.2083662305931424,1.1987518810301687,-0.5307322672797035,Moderate
"Kanawha County, WV",3.2666666666666666,258170.0,38.3968,-3.2666666666666666,1.321919736084941,1.0240625258114624,1.01231738702807,-0.3096023490568711,Moderate
"Kandiyohi County, MN",1.5,61253.0,17.4155,-1.5,1.6609475319043345,0.5925269492011831,0.5757927009695695,-1.0851548309347652,Moderate
"Kane County, IL",7.4576271186440675,1629736.0,373.819,-7.4576271186440675,0.5176638392546693,0.7783610761666377,0.7637753108154579,0.2461114715607886,Moderate
"Kane County, UT",9.6,16817.0,3.3156,-9.6,0.10653707182673854,-0.5511857163285334,-0.5811427623430462,-0.6876798341697847,Moderate
"Kankakee County, IL",2.0714285714285716,194518.0,52.5144,-2.0714285714285716,1.5512889456554741,-0.8181988834223072,-0.8512429470245959,-2.40253189268007,Low Priority
"Karnes County, TX",10.2,50635.0,7.1000000000000005,-10.2,-0.008604443734564801,-0.0033744574109520514,-0.026998096689510163,-0.018393652954945362,Moderate
"Kauai County, HI",5.25,109068.0,34.175,-5.25,0.9413130596461882,-0.17018462252492844,-0.1957368030778044,-1.1370498627239924,Moderate
"Kaufman County, TX",0.0,23569.0,4.8,-0.0,1.948801320807593,-0.4532280493272752,-0.4820525780049774,-2.4308538988125705,Moderate
"Kay County, OK",6.2727272727272725,167616.0,85.2996,-6.2727272727272725,0.7450491126666937,0.6963874474567154,0.6808539609264056,-0.06419515174028811,Moderate
"Kayangel State, PW",12.0,39814.0,3.0,-12.0,-0.35402899041847513,0.9553052085705108,0.9427651462636033,1.2967941366820783,Moderate
"Kearney County, NE",12.5,8450.0,3.0,-12.5,-0.449980253386228,0.08840688629184734,0.06584435806381939,0.5158246114500473,Moderate
"Kearny County, KS",8.75,45916.0,3.33,-8.75,0.2696542188719183,1.4775300810552616,1.4710276137616678,1.2013733948897496,Moderate
"Keith County, NE",10.5,35366.0,4.3178,-10.5,-0.06617520151521664,-1.141689114133505,-1.1784731432309354,-1.1122979417157188,Moderate
"Kemper County, MS",21.0,8562.0,0.0,-21.0,-2.081151723838026,-0.19365945927971812,-0.21948303930970955,1.8616686845283166,Moderate
"Kenai Peninsula Borough, AK",7.5,59240.0,3.676,-7.5,0.5095323762913004,-0.7168223206028049,-0.7486943400103512,-1.2582267163016516,Low Priority
"Kendall County, IL",7.0,0.0,0.0,-7.0,0.6054836392590532,-1.86653661707306,-1.9117008208801671,-2.5171844601392204,Low Priority
"Kendall County, TX",0.0,4833.0,0.8,-0.0,1.948801320807593,-0.08268068584269925,-0.10722120770294295,-2.056022528510536,Moderate
"Kenedy County, TX",7.0,579.0,0.0,-7.0,0.6054836392590532,-0.12174750838328353,-0.14673969324424718,-0.7522233325033004,Moderate
"Kennebec County, ME",3.3636363636363638,156209.0,17.8591,-3.3636363636363638,1.3033110062972557,1.513449743242131,1.5073625537047795,0.20405154740752374,Moderate
"Kenosha County, WI",16.27848101265823,2412267.0,141.8612,-16.27848101265823,-1.1750803039146895,0.6308116845547775,0.6145200573843882,1.7896003612990778,High Priority
"Kent County, DE",4.125,219586.0,30.3336,-4.125,1.157203401323632,-1.024186824329205,-1.0596123749696444,-2.2168157762932763,Low Priority
"Kent County, MD",7.4,41777.0,7.22,-7.4,0.5287226288848509,1.8540925663341883,1.851943648446435,1.323221019561584,Moderate
"Kent County, MI",14.818181818181818,21437046.0,1922.3304,-14.818181818181818,-0.8948451998730821,1.221033695525353,1.2115657982421073,2.1064109981151895,High Priority
"Kent County, RI",8.5,144041.0,3.7,-8.5,0.3176298503557947,0.5820977034686158,0.5652428796663137,0.24761302931051898,Moderate
"Kent County, TX",13.0,10776.0,0.0,-13.0,-0.5459315163539809,-0.22648409884983187,-0.25268717417126624,0.2932443421827146,Moderate
"Keokuk County, IA",1.85,232756.0,121.63,-1.85,1.5937816478269076,-0.9594392367234795,-0.9941162215014918,-2.5878978693283994,Low Priority
"Kern County, CA",12.466145833333334,23218848.0,3002.7878,-12.466145833333334,-0.44348355328945316,-0.3722067760710529,-0.40009459403052255,0.043388959258930604,Moderate
"Kerr County, TX",8.0,32284.0,7.058,-8.0,0.4135811133235476,1.0887486197041858,1.077751335836357,0.6641702225128094,Moderate
"Kershaw County, SC",4.0,111939.0,25.1864,-4.0,1.1811912170655703,1.8845863059346086,1.8827899351196764,0.7015987180541061,Moderate
"Ketchikan Gateway Borough, AK",16.5,45760.0,5.51,-16.5,-1.2175903571282507,1.5432435282721888,1.5375007934274476,2.7550911505556983,High Priority
"Kewaunee County, WI",3.4375,114641.0,43.75,-3.4375,1.2891363879042923,-0.4888494217862741,-0.5180857796051326,-1.8072221675094249,Low Priority
"Keweenaw County, MI",14.0,13011.0,2.4024,-14.0,-0.7378340422894865,-1.1196174332890112,-1.1561462852066031,-0.41831224291711666,Moderate
"Keya Paha County, NE",7.0,1678.0,0.0,-7.0,0.6054836392590532,0.14088624691120394,0.11893044797293531,-0.48655319128611796,Moderate
"Kidder County, ND",1.4210526315789473,58362.0,36.0,-1.4210526315789473,1.6760977313202956,-1.7684393655628516,-1.8124694382556752,-3.488567169575971,Low Priority
"Kimball County, NE",8.666666666666666,10784.0,1.0,-8.666666666666666,0.28564609603321056,0.32316771418478146,0.30331932478561446,0.017673228752403902,Moderate
"Kimble County, TX",11.0,20176.0,1.6,-11.0,-0.16212646448296947,-0.14760258629866868,-0.17289368930335847,-0.010767224820388999,Moderate
"King County, TX",5.0,753.0,0.0,-5.0,0.9892886911300646,-0.46603650186824225,-0.4950091128247944,-1.4842978039548589,Moderate
"King County, WA",11.300198807157058,55140150.0,1344.5442,-11.300198807157058,-0.21973537385923458,-1.5947030672667954,-1.6367245236269021,-1.4169891497676677,Moderate
"King George County, VA",11.5,68819.0,10.04,-11.5,-0.2580777274507223,0.5136001065697166,0.49595336194699646,0.7540310893977188,Moderate
"King William County, VA",8.333333333333334,89932.0,19.085,-8.333333333333334,0.3496136046783789,-0.5327008396619114,-0.562444176592341,-0.9120577812707199,Moderate
"King and Queen County, VA",13.0,9086.0,0.0,-13.0,-0.5459315163539809,-1.169916835710288,-1.2070272137811373,-0.6610956974271565,Moderate
"Kingfisher County, OK",13.0,5069.0,0.7976,-13.0,-0.5459315163539809,-2.8722622132816493,-2.929053905866799,-2.383122389512818,Moderate
"Kingman County, KS",2.8181818181818183,430391.0,116.18,-2.8181818181818183,1.407985111352986,-0.027514905050636255,-0.05141763912909358,-1.4594027504820795,Moderate
"Kings County, CA",10.633333333333333,6432886.0,1276.995,-10.633333333333333,-0.09176220497328397,1.772251596669744,1.7691564913130184,1.8609186962863025,Moderate
"Kings County, NY",11.992753623188406,317589113.0,54323.3642,-11.992753623188406,-0.35263839240444983,1.66125921454787,1.656880893687397,2.009519286091847,Moderate
"Kingsbury County, SD",15.0,24478.0,0.0,-15.0,-0.9297365682249922,-0.45709625658627184,-0.48596550674333655,0.4437710614816556,Moderate
"Kinney County, TX",17.0,6713.0,0.0,-17.0,-1.3135416200960035,-0.6022120603617805,-0.6327590369148695,0.680782583181134,Moderate
"Kiowa County, CO",10.333333333333334,8594.0,0.0,-10.333333333333334,-0.03419144719263247,0.46877425607502377,0.45060926663924716,0.4848007138318796,Moderate
"Kiowa County, KS",11.0,19034.0,0.33,-11.0,-0.16212646448296947,-0.9983854391882915,-1.033512692442928,-0.8713862279599587,Moderate
"Kiowa County, OK",8.0,15067.0,3.7168,-8.0,0.4135811133235476,0.30179189981946597,0.2816963783570491,-0.1318847349664985,Moderate
"Kit Carson County, CO",3.125,27909.0,3.02,-3.125,1.3491059272591377,0.7660802783846903,0.7513525311261857,-0.597753396132952,Moderate
"Kitsap County, WA",10.0,1333021.0,170.95,-10.0,0.0297760614525362,1.2269332238843076,1.217533532779813,1.1877574713272767,Moderate
"Kittitas County, WA",4.625,98801.0,23.2908,-4.625,1.0612521383558793,-0.10015407647995278,-0.1248966133374432,-1.1861487516933225,Moderate
"Kittson County, MN",1.4285714285714286,157278.0,57.725,-1.4285714285714286,1.6746548551854419,-0.20367375017696587,-0.22961310836301377,-1.9042679635484556,Moderate
"Klamath County, OR",4.055555555555555,289638.0,70.70739999999999,-4.055555555555555,1.1705299656247088,-0.877982586756561,-0.9117178272984141,-2.082247792923123,Low Priority
"Kleberg County, TX",7.333333333333333,94988.0,29.1,-7.333333333333333,0.5415161306138847,-0.82688035403986,-0.8600247866717957,-1.4015409172856805,Low Priority
"Klickitat County, WA",10.125,102031.0,9.815999999999999,-10.125,0.0057882457105979885,-0.22647889190152676,-0.25268190702390364,-0.25847015273450163,Moderate
"Knott County, KY",7.0,241711.0,45.603,-7.0,0.6054836392590532,0.3673655068161781,0.3480281010687876,-0.2574555381902656,Moderate
"Knox County, IL",1.6666666666666667,115244.0,44.2876,-1.6666666666666667,1.6289637775817503,0.9135846262332494,0.9005622200297874,-0.7284015575519629,Moderate
"Knox County, IN",6.0,71282.0,6.8102,-6.0,0.7973861651945588,-0.8031789506803448,-0.836049364432155,-1.633435529626714,Low Priority
"Knox County, KY",15.777777777777779,506967.0,13.325,-15.777777777777779,-1.0789940883970524,1.4926885689595217,1.486361353393301,2.5653554417903535,High Priority
"Knox County, ME",5.461538461538462,20146.0,3.5,-5.461538461538462,0.9007182945444465,-0.2711236010425688,-0.29784276674965127,-1.1985610612940978,Moderate
"Knox County, MO",17.5,12575.0,0.28859999999999997,-17.5,-1.4094928830637563,-0.021367294348436157,-0.045198954095365,1.3642939289683913,Moderate
